node_1;node_2;chunk_id;count;edge
harry potter;trusted with bringing harry;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;unable to remember the event;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter;woken up;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
harry potter day;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter knowledgeable group;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry potter related;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
harry's aunt and uncle;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
harry's aunt and uncle;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
harry's blanket;dumbledore;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;4;contextual proximity
harry's blanket;hagrid;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
harry's blanket;professor mcgonagall;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;3;contextual proximity
harry's bundle;dumbledore;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;4;contextual proximity
harry's bundle;hagrid;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
harry's bundle;professor mcgonagall;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;3;contextual proximity
have noticed something's going on;flocks of owls, shooting stars;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
have noticed something's going on;muggles;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
he;bakery;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;collecting tin;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;fear;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;five different people;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;lunchtime;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;morning;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;mr. dursley;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;12;contextual proximity
he;owl-free;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;12;contextual proximity
he;several important telephone calls;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;son, harry;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;the potters;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;the potters, that's right, that's what i heard yes, their son, harry;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
he;whispering excitedly;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
heard the name 'potter';mr. dursley;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
heard the name 'potter';mrs. dursley;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
heard the name 'potter';petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
heard the name 'potter';sister of petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;3;contextual proximity
hermione;a piercing stare;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;4;contextual proximity
hermione;are dead;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;could not kill harry potter;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;dumbledore;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;go to find the potters;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;lily and james potter;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;not believe the rumor;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;the reason behind harry's survival;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;try to kill the potter's son, harry;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;turn up in godric's hollow;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;unknown;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
hermione;voldemort;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;8;contextual proximity
home number;man;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
home number;secretary;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;2;contextual proximity
howard/harry;harry;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
howard/harry;their son;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
learning new word;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
learning new word;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
learning new word;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
legend;harry potter;bdb2e4839663467b9aa11e054ef7dd3c,bdb2e4839663467b9aa11e054ef7dd3c;2;contextual proximity
lily and james potter;a piercing stare;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
lily and james potter;hermione;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
lily and james potter;voldemort;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;4;contextual proximity
lily potter (implied);mr. dursley;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
lily potter (implied);mrs. dursley;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
lily potter (implied);petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
lily potter (implied);sister of petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;3;contextual proximity
living with the dursleys;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
living with the dursleys;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
long and crooked nose;albus dumbledore;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;10;contextual proximity
long and crooked nose;man;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
long robes, purple cloak and high-heeled boots;albus dumbledore;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;10;contextual proximity
long robes, purple cloak and high-heeled boots;man;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
looking at the sign;cat;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
looking at the sign;driving;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
looking at the sign;mr. dursley;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;8;contextual proximity
looking at the sign;not young;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
looking at the sign;noticing strange people;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
looking at the sign;strangely dressed people;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
looking at the sign;thinking of large order of drills;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
looking at the sign;whispering excitedly together;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
looking up suddenly at the cat;albus dumbledore;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;10;contextual proximity
looking up suddenly at the cat;man;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
lunchtime;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
lunchtime;mr. dursley;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
lunchtime;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
man;albus dumbledore;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;20;contextual proximity
man;blue eyes, light, bright and sparkling behind half-moon spectacles;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;boss;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man;cat;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;corner;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;home number;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man;long and crooked nose;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;long robes, purple cloak and high-heeled boots;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;looking up suddenly at the cat;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;mrs. dursley;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man;nephew;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man;not realizing he had just arrived in a street where everything from his name to his boots was unwelcome;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;office;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man;people in cloaks;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man;privet drive;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;realizing he was being watched;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;rummaging in his cloak, looking for something;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;secretary;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;10;contextual proximity
man;silver hair and beard;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;tall, thin and very old;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
man;tiny old man;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
man on motorcycle;hagrid;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
man on motorcycle;motorcycle;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
map;cat;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;2;contextual proximity
map;mr. dursley;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;3;contextual proximity
mistreating his mother;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
mistreating his mother;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
morning;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
morning;mr. dursley;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
morning;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
motorcycle;baby boy (harry);88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;4;contextual proximity
motorcycle;curiously shaped cut on the forehead;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;6;contextual proximity
motorcycle;dumbledore;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;6;contextual proximity
motorcycle;extreme size;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
motorcycle;falling from sky;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
motorcycle;hagrid;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;13;contextual proximity
motorcycle;man on motorcycle;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
motorcycle;professor mcgonagall;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;5;contextual proximity
motorcycle;sirius black;88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;2;contextual proximity
motorcycle;trust;c36613de4895487183a1548ecd92079e,c36613de4895487183a1548ecd92079e;2;contextual proximity
mr. dursley;'potter';5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
mr. dursley;bakery;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;car;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;3;contextual proximity
mr. dursley;cat;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;10;contextual proximity
mr. dursley;collecting tin;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;daughter's problems;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley;driving;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
mr. dursley;dudley;55fba9390d9b40a9b2080b407539097c,48e4a5ce2c81495db5523f7dcbc077d6,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;4;contextual proximity
mr. dursley;fear;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;five different people;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;6;contextual proximity
mr. dursley;grunnings parking lot;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;3;contextual proximity
mr. dursley;half past eight;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;3;contextual proximity
mr. dursley;harry;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
mr. dursley;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;12;contextual proximity
mr. dursley;heard the name 'potter';5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
mr. dursley;learning new word;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley;lily potter (implied);5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
mr. dursley;looking at the sign;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;8;contextual proximity
